# collected on Tue May 11 2021 20:47:39 GMT+0200 (Central European Summer Time)
D15A5KxeoxdtgXkJV5bidxZMTcF6KSZnYVu5EUPLbcgDtFT,21029261954
Ds1riuwvRqB4LwoNuHAkhsXRD9WNeH2d9KjuAtQWEgpPpKh,44878800000000
CzXvwzEYLLnGseBR344TUARqZisUCipUwTHYBRxsYP5yYWw,1002010730583
HUqkLNM81vCC8k51MaBecWuKqgtAHZpojDwvj6JRQeADRrM,17631580000
EoPYfhTGpwuFgCiqbF9SLbo9tExzodtv13EprPo13ero1SN,27366667654
GUQxDMTBJqLyDrXMCb1kLFkTPtHWNYaDSnSVx8WBhKUM25q,12383334315
Hr7zo3hcrKjsswuyVjd31jhXJRw6KfncVpovsyp72Vb1AZw,20000000000
EuGeLvxi2oida4z6Frvry7dp6TWu4u8eMVKVtTe3AFDPEMg,41801789520
G3Hc2qFaZXnGxv39WTb5gMunZQzDfe6FgBtEJxcqogV9iuD,17366667411
HxjE7wket4H5qvnvwV2mqgVHQdsgoYXs5etMSVW1eSnn7Ff,8985129695919
EXsuuCWAk9eiuTb4B3LMuZ1Xoo7bpBjoKFVoZqCL6SpZFP1,17416667634
HFWfxcw4xnQsvzRcg6daCQQ9nekshTUn17AmQBusiioRSED,5500000000
D8hzRBp4MMEQ3MFJxQRcP9sfzuX2FyJJPnFqiYPDd54dckL,6450001354
GHtXPuiT9uEe2WE8U7g9trJ9qgrxZMMLngpohpn272RdcVe,27333334334
DuBWrXQC4WVFGLUWdY5vP7CGzg9JnwoZbE5ADfLdNBAaWkb,5426798058126
EcqnLnGgj7tavS8VeqNibC5s39H7Q3ko6BwFyMrLJ7PXbvm,4487884991
GYcumW1rAgFLTCQBo7WWkeuFPksuMRPndkC4vNLUKamew1w,78111444500000
J6XKsmA22sULHF4hk1K9N1anUdZji8hKcxJrY1aFaKgve3n,100000000000
CdnDdSKQCjMR6W5MaSdh1NRH5zXshPFcB27XF1HkeT1tqKM,27366667654
DksmavieJn6BEKH5Va8WLRfvCoC5MCeXs18AHtS5Qwb8VLy,100000000000
CmxJdS5D3z9b5w2mJRACjhzW5KsH9FjgTTJFqUx2GXY9TpD,8775150074882
CuYeySsnndfCdXYzYS68EhJNrDNV67J9MP88gak9LGpEYy3,2360000000000
FkoXtDoW7zjyaJ41WYhAyGVHcUsrbqgi9RfQbbd7pn4fLdD,10000000000000
Crq1Mr1obvre53YKpxrvsS2t8wepqJz2g6VJ4vDyGTpwfnP,27333334043
Ha2WZR3QouUiwvYYRBcYRtMVi7zZWtrrCf18eMMoFKaKS5R,1989366670788
F58uZzf5g3dFUJqZKkmGugzABMdhcLjKDH39ksqnpkottSM,12100000000
